Area,Block,Restaurant,Category,Item,Variant,Price,Notes
UniMall,Unimall,180o5,Edibles,Cheese,,39,
UniMall,Unimall,180o5,Edibles,Classic Nachos,,109,
UniMall,Unimall,180o5,Edibles,Cheese Nachos,,139,
UniMall,Unimall,180o5,Edibles,Classic Knots,,99,
UniMall,Unimall,180o5,Edibles,Cheese Knots,,129,
UniMall,Unimall,180o5,Beverages,Espresso,,79,
UniMall,Unimall,180o5,Beverages,Affogato,,129,
UniMall,Unimall,180o5,Beverages,Long Black,,109,
UniMall,Unimall,180o5,Beverages,Cappuccino,,129,
UniMall,Unimall,180o5,Beverages,Cafe Latte,,149,
UniMall,Unimall,180o5,Beverages,Mochaccino,,159,
UniMall,Unimall,180o5,Beverages,Macchiato,,109,
UniMall,Unimall,180o5,Beverages,Cortado,,109,
UniMall,Unimall,180o5,Beverages,Vietnamese Coffee,,139,
UniMall,Unimall,180o5,Beverages,Matcha Latte,,169,
UniMall,Unimall,180o5,Beverages,Hot Chocolate,,149,
UniMall,Unimall,180o5,Beverages,Kadak Chai,,99,
UniMall,Unimall,180o5,Beverages,Green Tea,,99,
UniMall,Unimall,180o5,Beverages,Cardamom/Ginger,,109,
UniMall,Unimall,180o5,Beverages,Masala Chai,,109,
UniMall,Unimall,180o5,Beverages,Vanilla/Hazelnut/Caramel/Tiramisu/Irish,,45,
UniMall,Unimall,180o5,Beverages,Iced Americano,,129,
UniMall,Unimall,180o5,Beverages,Iced Cappuccino,,169,
UniMall,Unimall,180o5,Beverages,Iced Latte,,179,
UniMall,Unimall,180o5,Beverages,Iced Mocha,,189,
UniMall,Unimall,180o5,Beverages,Iced Vietnamese,,189,
UniMall,Unimall,180o5,Beverages,Cafe Frappe,,209,
UniMall,Unimall,180o5,Beverages,Brownie Frappe,,239,
UniMall,Unimall,180o5,Beverages,Oreo Frappe,,239,
UniMall,Unimall,180o5,Beverages,Vanilla Shake,,169,
UniMall,Unimall,180o5,Beverages,Chocolate Shake,,179,
UniMall,Unimall,180o5,Beverages,Blueberry Shake,,179,
UniMall,Unimall,180o5,Beverages,Strawberry Shake,,179,
UniMall,Unimall,180o5,Beverages,Oreo Shake,,189,
UniMall,Unimall,180o5,Beverages,Brownie Shake,,189,
UniMall,Unimall,180o5,Beverages,Boba Pearls,,35,
UniMall,Unimall,180o5,Beverages,Mint Lemonade,,119,
UniMall,Unimall,180o5,Beverages,Peach Lemonade,,119,
UniMall,Unimall,180o5,Beverages,Blueberry Lemonade,,119,
UniMall,Unimall,180o5,Beverages,Blue Ocean Lemonade,,119,
UniMall,Unimall,180o5,Beverages,Strawberry Lemonade,,119,
UniMall,Unimall,180o5,Beverages,Watermelon Lemonade,,119,
UniMall,Unimall,180o5,Beverages,Green Apple Lemonade,,119,
UniMall,Unimall,180o5,Beverages,Peach Ice Tea,,129,
UniMall,Unimall,180o5,Beverages,Lemon Ice Tea,,129,
UniMall,Unimall,180o5,Beverages,Blueberry Ice Tea,,129,
UniMall,Unimall,180o5,Beverages,Watermelon Ice Tea,,129,
UniMall,Unimall,Moms_Kitchen,Khali Pet Ke Liye Thali,Simple Thali,,99,
UniMall,Unimall,Moms_Kitchen,Khali Pet Ke Liye Thali,Premium Thali,,129,
UniMall,Unimall,Moms_Kitchen,Indian Special Roti Combos,Mix Veg + 3 Butter Roti + Salad,,59,
UniMall,Unimall,Moms_Kitchen,Indian Special Roti Combos,Chhole/Rajma + Yellow Dal + 3 Butter Tawa Roti + Salad,,69,
UniMall,Unimall,Moms_Kitchen,Indian Special Roti Combos,Dal Makhani/Mutter Paneer + 3 Butter Tawa Roti + Salad,,79,
UniMall,Unimall,Moms_Kitchen,Tawa Parathas,Simple Paratha,,20,
UniMall,Unimall,Moms_Kitchen,Tawa Parathas,Green Chilli Masala Paratha,,25,
UniMall,Unimall,Moms_Kitchen,Tawa Parathas,Onion Paratha,,40,
UniMall,Unimall,Moms_Kitchen,Tawa Parathas,Aloo Paratha,,35,
UniMall,Unimall,Moms_Kitchen,Tawa Parathas,Mix Paratha,,45,
UniMall,Unimall,Moms_Kitchen,Tawa Parathas,Paneer Paratha,,50,
UniMall,Unimall,Moms_Kitchen,Tawa Parathas,Amul Butter Tikki Extra,,10,
UniMall,Unimall,Moms_Kitchen,Paratha Combo,Aloo + Curd + Chole,,55,
UniMall,Unimall,Moms_Kitchen,Paratha Combo,Onion + Curd + Chole,,60,
UniMall,Unimall,Moms_Kitchen,Paratha Combo,Mix + Curd + Chole,,70,
UniMall,Unimall,Moms_Kitchen,Paratha Combo,Paneer + Curd + Chole,,80,
UniMall,Unimall,Moms_Kitchen,Paratha Combo,Butter Tikki,,10,
UniMall,Unimall,Moms_Kitchen,Indian Breads,Butter Tawa Roti,,10,
UniMall,Unimall,Moms_Kitchen,Indian Breads,Rumali Roti,,15,
UniMall,Unimall,Moms_Kitchen,Indian Breads,Puri,,15,
UniMall,Unimall,Moms_Kitchen,Indian Breads,Bhatura,,15,
UniMall,Unimall,Moms_Kitchen,Indian Breads,Lachha Paratha,,30,
UniMall,Unimall,Moms_Kitchen,Indian Breads,Butter Naan,,30,
UniMall,Unimall,Lovely Sweets,Chaat Section,Paani Gol Gappa,,65,
UniMall,Unimall,Lovely Sweets,Chaat Section,Dahi Gol Gappa,,100,
UniMall,Unimall,Lovely Sweets,Chaat Section,Dahi Bhalla,,110,
UniMall,Unimall,Lovely Sweets,Chaat Section,Papdi Dahi Bhalla,,110,
UniMall,Unimall,Lovely Sweets,Chaat Section,Papdi Chaat,,110,
UniMall,Unimall,Lovely Sweets,Chaat Section,Raj Kachori,,140,
UniMall,Unimall,Lovely Sweets,Street Food,Samosa Chana Chaat (2pcs),,130,
UniMall,Unimall,Lovely Sweets,Street Food,Samosa Natkhat Chana Chaat (2pcs),,130,
UniMall,Unimall,Lovely Sweets,Street Food,Aloo Tikki (2pcs),,140,
UniMall,Unimall,Lovely Sweets,Street Food,Matar Kulcha (2pcs),,160,
UniMall,Unimall,Lovely Sweets,Street Food,Pav Bhaji,,170,
UniMall,Unimall,Lovely Sweets,Coolers,Fresh Lime Soda,,105,
UniMall,Unimall,Lovely Sweets,Coolers,Masala Lemonade,,105,
UniMall,Unimall,Lovely Sweets,Coolers,Peach Lemonade,,125,
UniMall,Unimall,Lovely Sweets,Coolers,Pink Lemonade,,125,
UniMall,Unimall,Lovely Sweets,Coolers,Masala Coke,,125,
UniMall,Unimall,Lovely Sweets,Coolers,Ginger Ale,,125,
UniMall,Unimall,Lovely Sweets,Coolers,Green Apple Soda,,125,
UniMall,Unimall,Lovely Sweets,Coolers,Ocean Blue (Ice Based),,125,
UniMall,Unimall,Lovely Sweets,Mojitos,Classic Virgin Mojito,,135,
UniMall,Unimall,Lovely Sweets,Mojitos,Luscious Mango,,135,
UniMall,Unimall,Lovely Sweets,Mojitos,Water Melon,,135,
UniMall,Unimall,Lovely Sweets,Mojitos,Passion Fruit,,135,
UniMall,Unimall,Lovely Sweets,Mojitos,Green Apple,,135,
UniMall,Unimall,Lovely Sweets,Mojitos,Peach Mojito,,135,
UniMall,Unimall,Lovely Sweets,Mojitos,Blue Moon Mojito,,135,
UniMall,Unimall,Lovely Sweets,Shakes,Chocolate Shake,,105,
UniMall,Unimall,Lovely Sweets,Shakes,Strawberry Shake,,105,
UniMall,Unimall,Lovely Sweets,Shakes,Vanilla Shake,,105,
UniMall,Unimall,Lovely Sweets,Shakes,Pineapple Shake,,105,
UniMall,Unimall,Lovely Sweets,Shakes,Mango Shake,,105,
UniMall,Unimall,Lovely Sweets,Shakes,Banana Shake,,105,
UniMall,Unimall,Lovely Sweets,Shakes,Black Current Shake,,125,
UniMall,Unimall,Lovely Sweets,Desserts,Vanilla Fudge Sundae,,120,
UniMall,Unimall,Lovely Sweets,Desserts,Hot Brownie Sundae,,160,
UniMall,Unimall,Lovely Sweets,Desserts,Bourbon Sundae,,160,
UniMall,Unimall,Lovely Sweets,Desserts,Choco Truffle Sundae,,160,
UniMall,Unimall,Lovely Sweets,Add On Extra,Syrup Chocolate,,30,
UniMall,Unimall,Lovely Sweets,Add On Extra,Ice Cream Scoop Vanilla,,40,
UniMall,Unimall,Lovely Sweets,Add On Extra,Ice Cream Scoop Chocolate,,40,
UniMall,Unimall,Lovely Sweets,Hot Beverage,Hot Chocolate,,125,
UniMall,Unimall,Lovely Sweets,Signature Shakes,Kesar Elaichi Shake,,145,
UniMall,Unimall,Lovely Sweets,Signature Shakes,Brownie Blast Shake,,185,
UniMall,Unimall,Lovely Sweets,Signature Shakes,Truffle Shake,,185,
UniMall,Unimall,Lovely Sweets,Signature Shakes,Cafe Brownie Shake,,185,
UniMall,Unimall,Lovely Sweets,Signature Shakes,Kit Kat Shake,,185,
UniMall,Unimall,Lovely Sweets,Signature Shakes,Oreo Shake,,185,
UniMall,Unimall,Lovely Sweets,Mocktails,Monday Blue (Milk Based),,165,
UniMall,Unimall,Lovely Sweets,Mocktails,Pina Colada (Milk Based),,165,
UniMall,Unimall,Lovely Sweets,Ice Tea,Lemon Ice Tea,,110,
UniMall,Unimall,Lovely Sweets,Ice Tea,Peach Ice Tea,,110,
UniMall,Unimall,Lovely Sweets,Sandwiches,Veg & Corn Sandwich With Plain Chips,,145,
UniMall,Unimall,Lovely Sweets,Sandwiches,Creamy Veggies Sandwich,,160,
UniMall,Unimall,Lovely Sweets,Sandwiches,Vegetable Grilled Sandwich,,200,
UniMall,Unimall,Lovely Sweets,Sandwiches,Paneer Tikka Grilled Sandwich,,230,
UniMall,Unimall,Lovely Sweets,Pasta,Penne Alfredo (White Cheese Sauce),,310,
UniMall,Unimall,Lovely Sweets,Pasta,Penne Arrabiata (Spicy Tomato Sauce),,310,
UniMall,Unimall,Lovely Sweets,Pasta,Mix Sauce Pasta (Pink Sauce),,320,
UniMall,Unimall,Lovely Sweets,Continental,Cheese Garlic Bread,,180,
UniMall,Unimall,Lovely Sweets,Rice,Fried Rice With Chilli Cheese Combo,,230,
UniMall,Unimall,Lovely Sweets,Rice,Fried Rice With Manchurian Combo,,230,
UniMall,Unimall,Lovely Sweets,Pizza,Margherita Pizza (Slice),,100,
UniMall,Unimall,Lovely Sweets,Pizza,Margherita Pizza (Full),,300,
UniMall,Unimall,Lovely Sweets,Pizza,Sweet Corn Pizza (Slice),,100,
UniMall,Unimall,Lovely Sweets,Pizza,Sweet Corn Pizza (Full),,310,
UniMall,Unimall,Lovely Sweets,Pizza,All Veggies Pizza (Slice),,100,
UniMall,Unimall,Lovely Sweets,Pizza,All Veggies Pizza (Full),,320,
UniMall,Unimall,Lovely Sweets,Pizza,Spicy Treat Pizza (Slice),,120,
UniMall,Unimall,Lovely Sweets,Pizza,Spicy Treat Pizza (Full),,380,
UniMall,Unimall,Lovely Sweets,Pizza,Peri Peri Veg Pizza (Slice),,120,
UniMall,Unimall,Lovely Sweets,Pizza,Peri Peri Veg Pizza (Full),,390,
UniMall,Unimall,Lovely Sweets,Pizza,Paneer Makhni Pizza (Slice),,120,
UniMall,Unimall,Lovely Sweets,Pizza,Paneer Makhni Pizza (Full),,390,
UniMall,Unimall,Lovely Sweets,Burger,Crispy Potato Burger,,60,
UniMall,Unimall,Lovely Sweets,Burger,Veggie King Burger,,95,
UniMall,Unimall,Lovely Sweets,Burger,Paneer Makhani Burger,,150,
UniMall,Unimall,Lovely Sweets,Burger,Cheese Burger + French Fries,,210,
UniMall,Unimall,Lovely Sweets,Burger,Paneer Burger + French Fries,,210,
UniMall,Unimall,Lovely Sweets,Noodles,Veg. Hakka Noodles,,200,
UniMall,Unimall,Lovely Sweets,Noodles,Chilly Garlic Noodles,,200,
UniMall,Unimall,Lovely Sweets,Noodles,Singapore Noodles,,200,
UniMall,Unimall,Lovely Sweets,Noodles,Vegetables Manchurian with Gravy,,250,
UniMall,Unimall,Lovely Sweets,Noodles,Cheese Chilli,,290,
UniMall,Unimall,Arabica,Burger,Aloo Tikki Burger,,30,
UniMall,Unimall,Arabica,Burger,Cheese Burger,,35,
UniMall,Unimall,Arabica,Sandwiches,Veggie,,50,
UniMall,Unimall,Arabica,Sandwiches,Cheese & Corn,,55,
UniMall,Unimall,Arabica,Sandwiches,Crispy Potato,,30,
UniMall,Unimall,Arabica,Sides,Fries,,50,
UniMall,Unimall,Arabica,Sides,Nuggets,,55,
UniMall,Unimall,Arabica,Sides,Cheesy Fries,,60,
UniMall,Unimall,Arabica,Sides,Maggi,,30,
UniMall,Unimall,Arabica,Coffee / Tea,Latte,,30,
UniMall,Unimall,Arabica,Coffee / Tea,Cappuccino,,25,
UniMall,Unimall,Arabica,Coffee / Tea,Masala Tea,,15,
UniMall,Unimall,Arabica,Pizza,Veggie Pizza,,30,
UniMall,Unimall,Arabica,Pizza,Veggie Pizza,,120,
UniMall,Unimall,Arabica,Pizza,Cheese Pizza,,25,
UniMall,Unimall,Arabica,Pizza,Cheese Pizza,,100,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Alphonso Mango,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Alphonso Mango,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Alphonso Mango,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Alphonso Mango,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Alphonso Mango,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Alphonso Mango,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Alphonso Mango,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Chikoo,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Chikoo,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Chikoo,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Chikoo,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Chikoo,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Chikoo,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Chikoo,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Very Berry Strawberry,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Very Berry Strawberry,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Very Berry Strawberry,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Very Berry Strawberry,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Very Berry Strawberry,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Very Berry Strawberry,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Very Berry Strawberry,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Tender Coconut,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Tender Coconut,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Tender Coconut,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Tender Coconut,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Tender Coconut,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Tender Coconut,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Tender Coconut,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Litchi,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Litchi,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Litchi,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Litchi,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Litchi,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Litchi,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Fresh Litchi,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Timeless,Vanilla,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Vanilla,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Vanilla,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Vanilla,Homepack - Family Pack,₹248,
UniMall,Unimall,Baskin Robbins,Timeless,Vanilla,Homepack - Large Pack,₹489,
UniMall,Unimall,Baskin Robbins,Timeless,Vanilla,Value Pack,₹329,
UniMall,Unimall,Baskin Robbins,Timeless,Three Cheers Chocolate,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Three Cheers Chocolate,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Three Cheers Chocolate,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Three Cheers Chocolate,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Three Cheers Chocolate,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Three Cheers Chocolate,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Three Cheers Chocolate,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Timeless,Splish Splash,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Splish Splash,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Splish Splash,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Splish Splash,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Splish Splash,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Splish Splash,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Splish Splash,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Timeless,Dutch Chocolate,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Dutch Chocolate,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Dutch Chocolate,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Dutch Chocolate,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Dutch Chocolate,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Dutch Chocolate,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Dutch Chocolate,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Timeless,Butterscotch Ribbon,Scoop - Small,₹79,
UniMall,Unimall,Baskin Robbins,Timeless,Butterscotch Ribbon,Scoop - Regular,₹109,
UniMall,Unimall,Baskin Robbins,Timeless,Butterscotch Ribbon,Scoop - Large,₹148,
UniMall,Unimall,Baskin Robbins,Timeless,Butterscotch Ribbon,Homepack - Family Pack,₹262,
UniMall,Unimall,Baskin Robbins,Timeless,Butterscotch Ribbon,Homepack - Large Pack,₹509,
UniMall,Unimall,Baskin Robbins,Timeless,Butterscotch Ribbon,Mega Saver Pack (Selected),₹345,
UniMall,Unimall,Baskin Robbins,Timeless,Butterscotch Ribbon,Value Pack (All Flavours),₹349,
UniMall,Unimall,Baskin Robbins,Favourite,Banana 'N Strawberries,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,Banana 'N Strawberries,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,Banana 'N Strawberries,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,Banana 'N Strawberries,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,Banana 'N Strawberries,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,Banana 'N Strawberries,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,Banana 'N Strawberries,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,Black Currant,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,Black Currant,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,Black Currant,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,Black Currant,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,Black Currant,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,Black Currant,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,Black Currant,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,Real Fig (Anjeer),Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,Real Fig (Anjeer),Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,Real Fig (Anjeer),Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,Real Fig (Anjeer),Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,Real Fig (Anjeer),Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,Real Fig (Anjeer),Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,Real Fig (Anjeer),Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,Fresh Pink Guava,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,Fresh Pink Guava,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,Fresh Pink Guava,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,Fresh Pink Guava,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,Fresh Pink Guava,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,Fresh Pink Guava,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,Fresh Pink Guava,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,Cotton Candy,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,Cotton Candy,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,Cotton Candy,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,Cotton Candy,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,Cotton Candy,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,Cotton Candy,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,Cotton Candy,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,Fruit Overload,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,Fruit Overload,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,Fruit Overload,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,Fruit Overload,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,Fruit Overload,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,Fruit Overload,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,Fruit Overload,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,Kesar Pista,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,Kesar Pista,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,Kesar Pista,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,Kesar Pista,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,Kesar Pista,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,Kesar Pista,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,Kesar Pista,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,Roasted Californian Almond,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,Roasted Californian Almond,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,Roasted Californian Almond,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,Roasted Californian Almond,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,Roasted Californian Almond,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,Roasted Californian Almond,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,Roasted Californian Almond,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Bavarian Chocolate,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Bavarian Chocolate,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Bavarian Chocolate,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Bavarian Chocolate,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Bavarian Chocolate,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Bavarian Chocolate,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Bavarian Chocolate,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Very Berry Strawberry,Scoop - Small,₹89,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Very Berry Strawberry,Scoop - Regular,₹129,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Very Berry Strawberry,Scoop - Large,₹168,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Very Berry Strawberry,Homepack - Family Pack,₹309,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Very Berry Strawberry,Homepack - Large Pack,₹609,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Very Berry Strawberry,Mega Saver Pack (Selected),₹375,
UniMall,Unimall,Baskin Robbins,Favourite,D'Lites Very Berry Strawberry,Value Pack (All Flavours),₹399,
UniMall,Unimall,Baskin Robbins,Toppings,Chocolate Chips,Topping Standard,₹14,
UniMall,Unimall,Baskin Robbins,Toppings,Chocolate Sprinkles,Topping Standard,₹14,
UniMall,Unimall,Baskin Robbins,Toppings,Wheat Crispies,Topping Standard,₹14,
UniMall,Unimall,Baskin Robbins,Toppings,Cold Chocolate,Topping Standard,₹20,
UniMall,Unimall,Baskin Robbins,Toppings,Hot Butter Scotch,Topping Standard,₹20,
UniMall,Unimall,Baskin Robbins,Toppings,Hot Dipping Chocolate,Topping Standard,₹20,
UniMall,Unimall,Baskin Robbins,Toppings,Hot Fudge,Topping Standard,₹20,
UniMall,Unimall,Baskin Robbins,Toppings,Nuts,Topping Standard,₹20,
UniMall,Unimall,Baskin Robbins,Toppings,Pineapple,Topping Standard,₹20,
UniMall,Unimall,Baskin Robbins,Toppings,Strawberry,Topping Standard,₹20,
UniMall,Unimall,Baskin Robbins,Toppings,Blueberry,Topping Standard,₹28,
UniMall,Unimall,Baskin Robbins,Toppings,Mango,Topping Standard,₹28,
